Team,Opponent,Win,PTS,FTR,OR,DR,FGA,FTA,TO,TOR
Wright State Raiders,Toledo,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Radford,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Kent State,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Ohio Wesleyan,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Stetson,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Butler,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Youngstown State,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Green Bay,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Marshall,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Miami,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Eastern Michigan,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Oakland,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Milwaukee,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,IU Indianapolis,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Detriot Mercy,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Oakland,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Youngstown State,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Cleveland State,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Northern Kentucky,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Milwaukee,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Green Bay,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Robert Morris,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Purdue Fort Wayne,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Detriot Mercy,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Cleveland State,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,IU Indianapolis,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Robert Morris,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Purdue Fort Wayne,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,Northern Kentucky,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Xavier Musketeers,Marist,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Le Moyne,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Santa Clara,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Iowa,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Old Dominion,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Georgia,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,West Virginia,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Texas A&M-Corpus Christi ,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Saint Francis,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Cincinnati,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Missouri State,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Creighton,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Georgetown,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,UConn,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,DePaul,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Marquette,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Providence,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Butler,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Creighton,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,St. John's,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Seton Hall,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,DePaul,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,UConn,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,St. John's,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Marquette,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Villanova,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Butler,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Providence,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Georgetown,1,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
Xavier Musketeers,Seton Hall,0,78.7,72.3,10.0,24.9,63.6,17.6,10,12.3
